Итого;1 500,000;;1 500,000;;0,00
Заказ-наряд №: 167 от 11.08.2021, ТС: Hyundai Solaris гос. номер: О931КН72;;;;;
Заправка кондиц.(газ,масло)и экспресс диагностика легковые авто;1 700,000;1;1 700,000;0,00;0,00
Пойск утечки в системе кондиционера;500,000;1;500,000;0,00;0,00
Итого;2 200,000;;2 200,000;;0,00
Заказ-наряд №: 201 от 23.08.2021, ТС: Volkswagen Polo гос. номер: С541ТЕ72;;;;;
Заправка кондиц.(газ,масло)и экспресс диагностика легковые авто;1 500,000;1;1 500,000;0,00;0,00
Итого;1 500,000;;1 500,000;;0,00
Заказ-наряд №: 209 от 11.08.2021, ТС: Datsun On-Do гос. номер: Т271ЕО72;;;;;
Компьютерная диагностика ДВС;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 219 от 11.08.2021, ТС: Volkswagen Polo гос. номер: Х342СН178;;;;;
Диагностика мотора омывателя;500,000;1;500,000;0,00;0,00
Заменна мотора омывателя;500,000;1;500,000;0,00;0,00
Компьютерная диагностика;1 000,000;1;1 000,000;0,00;0,00
Итого;2 000,000;;2 000,000;;0,00
Заказ-наряд №: 221 от 11.08.2021, ТС: Kia Optima гос. номер: А068НВ45;;;;;
Ведомая диагностика поиска неисправностей ,чтение кодов неисправностей вэлектронных блоках;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 222 от 11.08.2021, ТС: Kia Rio гос. номер: Р644ХУ777;;;;;
Ремонт приборной панели;3 000,000;1;3 000,000;0,00;0,00
Итого;3 000,000;;3 000,000;;0,00
Заказ-наряд №: 224 от 11.08.2021, ТС: Honda Accord гос. номер: М565МО72;;;;;
Электротехнические работы;2 000,000;1;2 000,000;0,00;0,00
Итого;2 000,000;;2 000,000;;0,00
Заказ-наряд №: 249 от 13.08.2021, ТС: Mitsubishi Lancer гос. номер: Н955РР72;;;;;
Простая замена эл ламп освещения,DS-2(1 шт),DS-3(1 шт);300,000;1;300,000;0,00;0,00
Итого;300,000;;300,000;;0,00
Заказ-наряд №: 250 от 13.08.2021, ТС: Kia Optima гос. номер: ;;;;;
Компьютерная диагностика;1 000,000;1;1 000,000;0,00;0,00
Проверка системы CVVL;1 000,000;1;1 000,000;0,00;0,00
Итого;2 000,000;;2 000,000;;0,00
Заказ-наряд №: 264 от 14.08.2021, ТС: Daewoo Nexia гос. номер: Н704УУ72;;;;;
Компьютерная диагностика;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 265 от 14.08.2021, ТС: Toyota Corolla гос. номер: А069ТХ86;;;;;
Замена лампы головного освещения;200,000;1;200,000;0,00;0,00
Заправка кондиционера с красителем;1 900,000;1;1 900,000;0,00;0,00
Итого;2 100,000;;2 100,000;;0,00
Заказ-наряд №: 267 от 14.08.2021, ТС: Nissan Almera гос. номер: Р946РМ72;;;;;
Ремонт генератора;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 274 от 15.08.2021, ТС: Opel Vectra гос. номер: У028ХН72;;;;;
Компьютерная диагностика;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 275 от 15.08.2021, ТС: Hyundai i30 гос. номер: Т565НХ72;;;;;
Компьютерная диагностика;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 278 от 15.08.2021, ТС: Mazda Mazda6 гос. номер: У984УН72;;;;;
Компьютерная диагностика;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 279 от 27.08.2021, ТС: Mazda Mazda6 гос. номер: У984УН72;;;;;
Замена клапана адсорбера;500,000;1;500,000;0,00;0,00
Компьютерная диагностика;1 000,000;1;1 000,000;0,00;0,00
Итого;1 500,000;;1 500,000;;0,00
Заказ-наряд №: 285 от 19.11.2021, ТС: Lexus RX 400 гос. номер: Н747ТУ86;;;;;
Электротехнические работы;5 000,000;1;5 000,000;0,00;0,00
Итого;5 000,000;;5 000,000;;0,00
Заказ-наряд №: 301 от 17.08.2021, ТС: Nissan Qashqai гос. номер: У277КН72;;;;;
Заправка кондиц.(газ,масло)и экспресс диагностика легковые авто;1 700,000;1;1 700,000;0,00;0,00
Яистка радиаторов;2 000,000;1;2 000,000;0,00;0,00
Итого;3 700,000;;3 700,000;;0,00
Заказ-наряд №: 311 от 17.08.2021, ТС: Citroen C4 гос. номер: Х476ЕА72;;;;;
Заправка кондиц.(газ,масло)и экспресс диагностика легковые авто;1 700,000;1;1 700,000;0,00;0,00
Компьютерная диагностика;1 000,000;1;1 000,000;0,00;0,00
Итого;2 700,000;;2 700,000;;0,00
Заказ-наряд №: 313 от 17.08.2021, ТС: Kia Cerato гос. номер: К556ХВ86;;;;;
Компьютерная диагностика;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 314 от 17.08.2021, ТС: Datsun On-Do гос. номер: М065АУ82;;;;;
Регулировка замка двери (водительской);1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 318 от 18.08.2021, ТС: Kia Sorento гос. номер: У144ОУ72;;;;;
Проверка, смазка моторчика раздатки;2 000,000;1;2 000,000;0,00;0,00
Итого;2 000,000;;2 000,000;;0,00
Заказ-наряд №: 325 от 18.08.2021, ТС: Opel Zafira гос. номер: У818ММ86;;;;;
Ведомая диагностика поиска неисправностей ,чтение кодов неисправностей вэлектронных блоках;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 331 от 19.08.2021, ТС: ВАЗ 2110 гос. номер: У541НЕ72;;;;;
Электротехнические работы;2 000,000;1;2 000,000;0,00;0,00
Итого;2 000,000;;2 000,000;;0,00
Заказ-наряд №: 334 от 18.08.2021, ТС: Mercedes-Benz E-Class гос. номер: У046РН72;;;;;
Заправка кондиц.(газ,масло)и экспресс диагностика легковые авто;2 000,000;1;2 000,000;0,00;0,00
Итого;2 000,000;;2 000,000;;0,00
Заказ-наряд №: 339 от 19.08.2021, ТС: Renault Logan гос. номер: А462ВЕ797;;;;;
Компьютерная диагностика;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 352 от 20.08.2021, ТС: BMW 5-Series гос. номер: У629ОУ72;;;;;
Разборка сборка ремонт генератора;1 500,000;1;1 500,000;0,00;0,00
Итого;1 500,000;;1 500,000;;0,00
Заказ-наряд №: 353 от 20.08.2021, ТС: Renault Logan гос. номер: АУ1402 72;;;;;
Ведомая диагностика поиска неисправностей ,чтение кодов неисправностей вэлектронных блоках;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 355 от 20.08.2021, ТС: Chevrolet Orlando гос. номер: В065НВ89;;;;;
Ведомая диагностика поиска неисправностей ,чтение кодов неисправностей вэлектронных блоках;1 000,000;1;1 000,000;0,00;0,00
Экспресс диагностика кондиционера;500,000;1;500,000;0,00;0,00
Итого;1 500,000;;1 500,000;;0,00
Заказ-наряд №: 360 от 20.08.2021, ТС: Kia Sorento гос. номер: С312НО72;;;;;
Ведомая диагностика поиска неисправностей ,чтение кодов неисправностей вэлектронных блоках;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 370 от 20.08.2021, ТС: Chevrolet Orlando гос. номер: В065НВ89;;;;;
Ремонт электропроводки передней правой фары и ПТФ;2 000,000;1;2 000,000;0,00;0,00
Итого;2 000,000;;2 000,000;;0,00
Заказ-наряд №: 371 от 20.08.2021, ТС: Chevrolet Lanos гос. номер: О657ЕК72;;;;;
Электротехнические работы;500,000;1;500,000;0,00;0,00
Итого;500,000;;500,000;;0,00
Заказ-наряд №: 377 от 21.08.2021, ТС: Kia Ceed гос. номер: А828КН89;;;;;
Проверка, замена лягушки тормозов;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 378 от 21.08.2021, ТС: LADA VESTA GFK 110 гос. номер: С409ХУ72;;;;;
Проверка системы охлаждения;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 379 от 21.08.2021, ТС: Nissan Teana гос. номер: Т152МЕ72;;;;;
Замена уплотнительного кольца кондиционера;500,000;1;500,000;0,00;0,00
Заправка кондиц.(газ,масло)и экспресс диагностика легковые авто;1 700,000;1;1 700,000;0,00;0,00
Итого;2 200,000;;2 200,000;;0,00
Заказ-наряд №: 380 от 21.08.2021, ТС: Volkswagen Polo гос. номер: У191ХА72;;;;;
Диагностика системы охлаждения;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 381 от 21.08.2021, ТС: Mercedes-Benz SPRINTER гос. номер:М406НО40;;;;;
Заправка кондиц.(газ,масло)и экспресс диагностика легковые авто;1 700,000;1;1 700,000;0,00;0,00
Итого;1 700,000;;1 700,000;;0,00
Заказ-наряд №: 384 от 23.08.2021, ТС: Kia Cerato гос. номер: К556ХВ86;;;;;
Диагностика гидроника;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 385 от 21.08.2021, ТС: Chevrolet Captiva гос. номер: Т235УМ72;;;;;
Электротехнические работы;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 392 от 22.08.2021, ТС: Kia Ceed гос. номер: О993ТС72;;;;;
Ведомая диагностика поиска неисправностей ,чтение кодов неисправностей вэлектронных блоках;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 395 от 24.08.2021, ТС: Nissan Teana гос. номер: Т822КА72;;;;;
Ремонт генератора;2 500,000;1;2 500,000;0,00;0,00
Итого;2 500,000;;2 500,000;;0,00
Заказ-наряд №: 396 от 22.08.2021, ТС: Renault Logan гос. номер: У979АХ797;;;;;
Замена лампы головного освещения;200,000;1;200,000;0,00;0,00
Итого;200,000;;200,000;;0,00
Заказ-наряд №: 398 от 22.08.2021, ТС: Kia Sorento гос. номер: Т834СТ72;;;;;
Замена предохранителя;500,000;1;500,000;0,00;0,00
Итого;500,000;;500,000;;0,00
Заказ-наряд №: 418 от 25.08.2021, ТС: Lexus GX470 гос. номер: Т232ОР72;;;;;
Электротехнические работы;3 000,000;1;3 000,000;0,00;0,00
Итого;3 000,000;;3 000,000;;0,00
Заказ-наряд №: 422 от 24.08.2021, ТС: LADA VESTA гос. номер: Т342РХ72;;;;;
Электротехнические работы;1 500,000;1;1 500,000;0,00;0,00
Итого;1 500,000;;1 500,000;;0,00
Заказ-наряд №: 432 от 24.08.2021, ТС: Kia Rio гос. номер: У067РО72;;;;;
Мойка радиаторов;2 000,000;1;2 000,000;0,00;0,00
Итого;2 000,000;;2 000,000;;0,00
Заказ-наряд №: 433 от 25.08.2021, ТС: Renault Logan гос. номер: У983АХ797;;;;;
Ведомая диагностика поиска неисправностей ,чтение кодов неисправностей вэлектронных блоках;1 000,000;1;1 000,000;0,00;0,00
Замена топливного насоса погружной в баке;1 200,000;1;1 200,000;0,00;0,00
Итого;2 200,000;;2 200,000;;0,00
Заказ-наряд №: 440 от 24.08.2021, ТС: Daewoo Nexia гос. номер: Н531ЕО456;;;;;
Ведомая диагностика поиска неисправностей ,чтение кодов неисправностей вэлектронных блоках;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 445 от 25.08.2021, ТС: Daewoo Gentra гос. номер: Р476КА72;;;;;
Замена предохранителя;500,000;1;500,000;0,00;0,00
Итого;500,000;;500,000;;0,00
Заказ-наряд №: 448 от 25.08.2021, ТС: Ford Mondeo гос. номер: С916РХ72;;;;;
Заправка кондиц.(газ,масло)и экспресс диагностика легковые авто;1 900,000;1;1 900,000;0,00;0,00
Итого;1 900,000;;1 900,000;;0,00
Заказ-наряд №: 455 от 25.08.2021, ТС: Kia Rio гос. номер: С979ЕР72;;;;;
Замена катушки зажигания;200,000;1;200,000;0,00;0,00
Компьютерная диагностика;1 000,000;1;1 000,000;0,00;0,00
Итого;1 200,000;;1 200,000;;0,00
Заказ-наряд №: 456 от 25.08.2021, ТС: Renault Logan гос. номер: У979АХ797;;;;;
Установка магнитолы и колонок;2 000,000;1;2 000,000;0,00;0,00
Итого;2 000,000;;2 000,000;;0,00
Заказ-наряд №: 469 от 01.09.2021, ТС: Citroen DS5 гос. номер: О513УМ72;;;;;
Компьютерная диагностика, поиск утечек вп. коллектора,проверка компонентовбесключевого доступа;2 000,000;1;2 000,000;0,00;0,00
Итого;2 000,000;;2 000,000;;0,00
Заказ-наряд №: 472 от 27.08.2021, ТС: Daewoo Nexia гос. номер: Н531ЕО456;;;;;
Компьютерная диагностика;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 473 от 27.08.2021, ТС: Opel Corsa гос. номер: Н819ХТ86;;;;;
Прошивка евро 2;8 000,000;1;8 000,000;0,00;0,00
Итого;8 000,000;;8 000,000;;0,00
Заказ-наряд №: 474 от 27.08.2021, ТС: Hyundai Solaris гос. номер: Н925ХВ72;;;;;
Компьютерная диагностика;1 000,000;1;1 000,000;0,00;0,00
Ремонт топливного насоса;1 000,000;1;1 000,000;0,00;0,00
Итого;2 000,000;;2 000,000;;0,00
Заказ-наряд №: 476 от 27.08.2021, ТС: Chevrolet Lacetti гос. номер: О735МР72;;;;;
Замена разьема лампы;500,000;1;500,000;0,00;0,00
Итого;500,000;;500,000;;0,00
Заказ-наряд №: 479 от 28.08.2021, ТС: LADA 217050 PRIORA гос. номер: У910КК72;;;;;
Электротехнические работы;2 000,000;1;2 000,000;0,00;0,00
Итого;2 000,000;;2 000,000;;0,00
Заказ-наряд №: 483 от 28.08.2021, ТС: Kia Ceed гос. номер: М453ХТ196;;;;;
Ведомая диагностика поиска неисправностей ,чтение кодов неисправностей вэлектронных блоках;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 484 от 29.08.2021, ТС: Nissan Teana гос. номер: С165УВ72;;;;;
Ведомая диагностика поиска неисправностей ,чтение кодов неисправностей вэлектронных блоках;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 488 от 28.08.2021, ТС: Datsun On-Do гос. номер: Х211ТВ72;;;;;
Электротехнические работы;2 500,000;1;2 500,000;0,00;0,00
Итого;2 500,000;;2 500,000;;0,00
Заказ-наряд №: 491 от 28.08.2021, ТС: Toyota Celica гос. номер: У808КА72;;;;;
Электротехнические работы;500,000;1;500,000;0,00;0,00
Итого;500,000;;500,000;;0,00
Заказ-наряд №: 494 от 30.08.2021, ТС: Subaru Legacy гос. номер: У046РВ96;;;;;
Компьютерная диагностика;1 000,000;1;1 000,000;0,00;0,00
Итого;1 000,000;;1 000,000;;0,00
Заказ-наряд №: 495 от 30.08.2021, ТС: Datsun On-Do гос. номер: О346ОХ198;;;;;
